project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ021010,CMP08525,Atlas Digital Transformation,2023-04-13,2024-06-13,Cancelled,Financial Reporting,139,4364774,11016690,252.4,IT,Cognizant,Japan,Mining & Metals,42896,No,Yes
PRJ011281,CMP05537,Atlas Digital Transformation,2022-09-27,2023-06-27,Completed,Claims Processing,160,2155391,5403565,250.7,IT,Infosys,South Africa,Healthcare,199484,Yes,No
PRJ025315,CMP06202,Omega Modernization,2022-10-29,,Active,IT Service Management,153,1335089,3477907,260.5,Risk Management,Mphasis,Germany,Healthcare,177307,Yes,No
PRJ006025,CMP08618,Orion Process Reengineering,2018-11-22,,Active,HR Automation,85,4861202,13450946,276.7,Compliance,Wipro,Malaysia,Retail & E-Commerce,182271,No,Yes
PRJ035091,CMP05063,Omega Modernization,2020-10-06,2022-08-06,Completed,Supply Chain,102,1634708,2711981,165.9,Operations,HCL Technologies,UAE,Banking & Finance,40296,Yes,No
PRJ039382,CMP04615,Titan Process Reengineering,2017-06-10,2018-05-10,Completed,Supply Chain,12,2300055,3576586,155.5,Operations,Infosys,Singapore,Insurance,124090,Yes,Yes
PRJ042530,CMP08895,Prism Intelligence Suite,2025-01-16,,Active,Payroll Processing,175,4909790,6908075,140.7,Audit,Cognizant,Canada,Insurance,119197,Yes,No
PRJ000051,CMP08752,Phoenix Accelerator,2025-12-02,,Paused,Financial Reporting,190,4762361,2424042,50.9,IT,Mphasis,Netherlands,Manufacturing,33110,No,No
PRJ018133,CMP02218,Zenith Modernization,2020-08-05,,Active,Payroll Processing,115,603774,1767850,292.8,Compliance,EY,Vietnam,Transportation & Logistics,195767,Yes,No
PRJ042076,CMP06813,Eclipse Optimization Program,2015-12-18,,Active,Payroll Processing,1,1084381,1307763,120.6,Human Resources,Mphasis,Brazil,Transportation & Logistics,98029,No,No
PRJ001830,CMP06488,Sigma Efficiency Project,2018-10-03,2019-08-03,Completed,Payroll Processing,132,4479146,12066819,269.4,Human Resources,LTIMindtree,Australia,Manufacturing,2014,No,No
PRJ047027,CMP07278,Cobalt Automation Initiative,2022-06-25,,Paused,Claims Processing,20,1930022,2482008,128.6,Human Resources,Capgemini,Mexico,Transportation & Logistics,158621,No,No
PRJ037965,CMP04975,Orion Accelerator,2021-02-19,2023-02-19,Completed,Email Automation,82,337049,882731,261.9,Compliance,IBM,United Kingdom,Transportation & Logistics,18578,Yes,Yes
PRJ015816,CMP05946,Nexus Optimization Program,2023-09-01,,Active,IT Service Management,1,1076295,1473448,136.9,Procurement,Infosys,UAE,Technology,184108,Yes,Yes
PRJ040274,CMP07852,Delta Accelerator,2020-02-10,,Failed,Email Automation,184,4314400,0,-54.5,IT,Cyient,Brazil,Telecommunications,55863,No,Yes
PRJ047424,CMP07957,Quantum Accelerator,2016-02-19,2016-05-19,Completed,Email Automation,71,412852,867402,210.1,Content Moderation,Accenture,South Africa,Mining & Metals,60398,No,Yes
PRJ000531,CMP03034,Titan Process Reengineering,2025-03-12,,Paused,Invoice Processing,108,2625466,5492475,209.2,Operations,HCL Technologies,Philippines,Banking & Finance,109311,Yes,Yes
PRJ027361,CMP00590,Nexus Modernization,2019-11-30,2021-03-02,Completed,IT Service Management,44,653080,1765275,270.3,Audit,Cyient,Netherlands,Energy & Utilities,42762,No,No
PRJ040710,CMP03255,Sentinel Accelerator,2025-01-30,,Active,Email Automation,68,1252007,2350017,187.7,Supply Chain,EY,South Africa,Government & Public Sector,51508,Yes,No
PRJ001661,CMP05116,Vector Workflow Engine,2018-09-27,,Failed,Supply Chain,17,2430334,0,-26.5,Legal,Capgemini,South Africa,Real Estate,170839,Yes,Yes
PRJ009856,CMP09496,Vector Platform,2020-10-22,2022-09-22,Completed,IT Service Management,85,3575971,5682218,158.9,Risk Management,Wipro,Mexico,Pharma & Life Sciences,49900,Yes,Yes
PRJ026763,CMP08315,Sigma Automation Initiative,2020-08-12,,Failed,Supply Chain,120,1837387,0,-24.9,Operations,Tech Mahindra,France,Government & Public Sector,199538,No,Yes
PRJ026833,CMP02606,Omega Digital Transformation,2021-03-11,2022-05-11,Completed,Data Entry Automation,28,3207305,9301185,290.0,Human Resources,IBM,Netherlands,Government & Public Sector,61448,Yes,No
PRJ034849,CMP01020,Fusion Platform,2023-05-31,,Active,IT Service Management,109,854451,627167,73.4,Customer Onboarding,LTIMindtree,Vietnam,Retail & E-Commerce,45453,No,Yes
PRJ049856,CMP04898,Titan Intelligence Suite,2025-07-29,,Paused,Claims Processing,83,3625630,2454552,67.7,Risk Management,Mphasis,Japan,Mining & Metals,151150,No,No
PRJ012059,CMP00015,Phoenix Digital Transformation,2016-03-28,,Paused,Data Entry Automation,147,3241195,4774280,147.3,Customer Service,Wipro,France,Pharma & Life Sciences,113109,Yes,Yes
PRJ041060,CMP07140,Vector Process Reengineering,2021-07-19,2021-10-19,Completed,Payroll Processing,179,4520415,6315020,139.7,IT,HCL Technologies,India,Energy & Utilities,28693,Yes,No
PRJ011788,CMP06004,Quantum Modernization,2022-06-20,,Failed,Invoice Processing,173,4205216,0,-95.5,Marketing,Capgemini,Japan,Energy & Utilities,171961,Yes,No
PRJ036170,CMP04692,Sentinel Efficiency Project,2021-05-03,,Failed,Data Entry Automation,41,3039246,0,-77.9,Procurement,Deloitte,United Kingdom,Energy & Utilities,111610,Yes,Yes
PRJ024533,CMP04004,Nexus Efficiency Project,2016-01-20,,Active,IT Service Management,65,2048026,2316317,113.1,Audit,IBM,France,Energy & Utilities,130767,No,No
PRJ026508,CMP06257,Apex Workflow Engine,2024-12-29,,Active,Supply Chain,69,573252,476372,83.1,IT,Cognizant,France,Manufacturing,29654,No,No
PRJ044767,CMP05744,Zenith Efficiency Project,2015-08-21,2017-08-21,Cancelled,Invoice Processing,128,1460459,543291,37.2,Customer Service,Hexaware,France,Mining & Metals,146443,Yes,No
PRJ014657,CMP09074,Cobalt Modernization,2025-07-01,,Completed,Customer Onboarding,80,2458753,4526564,184.1,Finance,Deloitte,Canada,Manufacturing,190911,No,No
PRJ040440,CMP04755,Zenith Modernization,2016-10-27,,Active,Invoice Processing,177,2645498,1103173,41.7,Compliance,Deloitte,France,Real Estate,100176,No,Yes
PRJ044029,CMP01467,Eclipse Platform,2016-01-11,,Paused,IT Service Management,10,4393583,13145600,299.2,Marketing,Infosys,United Kingdom,Energy & Utilities,171968,No,No
PRJ041794,CMP07377,Cobalt Efficiency Project,2025-06-25,,Failed,Email Automation,158,3422333,0,-93.8,Finance,Deloitte,Canada,Retail & E-Commerce,131178,Yes,No
PRJ027763,CMP06990,Atlas Automation Initiative,2016-06-16,,Active,IT Service Management,5,3408475,3299404,96.8,Procurement,Mphasis,Philippines,Pharma & Life Sciences,136074,Yes,Yes
PRJ039486,CMP02244,Eclipse Modernization,2025-06-28,,Completed,Compliance Monitoring,144,278693,94198,33.8,Compliance,Wipro,Singapore,Government & Public Sector,95791,No,No
PRJ035939,CMP01323,Eclipse Automation Initiative,2025-08-23,,Active,Invoice Processing,146,231176,317867,137.5,Audit,Tech Mahindra,France,Telecommunications,110537,No,Yes
PRJ042638,CMP09771,Fusion Accelerator,2016-12-24,2017-06-24,Completed,Data Entry Automation,8,217626,46572,21.4,Compliance,HCL Technologies,Malaysia,Pharma & Life Sciences,173890,Yes,Yes
PRJ029763,CMP08971,Lambda Platform,2019-09-09,,Active,Invoice Processing,127,2022413,1913203,94.6,Supply Chain,Tech Mahindra,Japan,Government & Public Sector,192398,No,Yes
PRJ034827,CMP08329,Lambda Automation Initiative,2020-01-23,,Paused,IT Service Management,128,4340744,10439489,240.5,Customer Onboarding,Cognizant,United States,Transportation & Logistics,87375,Yes,No
PRJ011921,CMP05946,Lambda Platform,2015-11-27,,Active,Invoice Processing,24,3893039,1923161,49.4,Finance,PwC,Singapore,Education,35232,No,No
PRJ046681,CMP05608,Orion Platform,2019-01-11,,Active,IT Service Management,97,4659965,12852183,275.8,Content Moderation,Cyient,Philippines,Telecommunications,75257,Yes,No
PRJ003125,CMP08565,Cobalt Accelerator,2021-05-13,2022-01-13,Cancelled,Invoice Processing,25,1368098,1912601,139.8,Operations,TCS,UAE,Real Estate,40896,No,Yes
PRJ011307,CMP04136,Sentinel Platform,2015-07-24,,Paused,IT Service Management,34,1505188,2733421,181.6,Operations,Hexaware,Japan,Telecommunications,22968,No,No
PRJ029172,CMP04793,Delta Optimization Program,2016-12-30,,Active,Financial Reporting,74,2574955,2247936,87.3,Human Resources,Hexaware,Japan,Education,18390,Yes,Yes
PRJ020628,CMP09866,Vector Digital Transformation,2020-06-30,2020-11-30,Completed,Audit Automation,47,725855,1372592,189.1,Marketing,EY,Singapore,Telecommunications,118242,Yes,Yes
PRJ023114,CMP01656,Fusion Modernization,2015-12-09,,Active,Customer Onboarding,103,1218277,2008939,164.9,Human Resources,Cyient,France,Retail & E-Commerce,188692,No,No
PRJ008820,CMP05262,Vertex Optimization Program,2018-05-05,2020-04-05,Completed,Supply Chain,161,2479199,3632027,146.5,Content Moderation,Deloitte,United States,Retail & E-Commerce,131054,No,Yes
PRJ018284,CMP04976,Titan Intelligence Suite,2024-03-13,,Active,Email Automation,184,172496,513176,297.5,Audit,HCL Technologies,Singapore,Transportation & Logistics,123313,Yes,No
PRJ048433,CMP04142,Sentinel Optimization Program,2018-04-14,2018-08-14,Completed,Customer Onboarding,197,4450812,1998415,44.9,Audit,Deloitte,Australia,Technology,51062,No,No
PRJ028621,CMP04620,Eclipse Digital Transformation,2020-04-06,2021-04-06,Completed,Supply Chain,108,982210,816217,83.1,Compliance,Infosys,Singapore,Mining & Metals,104595,No,No
PRJ019275,CMP09196,Sentinel Modernization,2016-05-11,,Failed,IT Service Management,138,1587036,0,-36.4,Human Resources,PwC,Mexico,Pharma & Life Sciences,176529,No,No
PRJ030577,CMP02706,Fusion Modernization,2024-05-25,2025-04-25,Completed,HR Automation,42,722334,1006211,139.3,Compliance,Cyient,United States,Banking & Finance,53495,No,Yes
PRJ038236,CMP05105,Delta Accelerator,2023-02-25,,Failed,IT Service Management,99,2909752,0,-96.6,Audit,TCS,Philippines,Banking & Finance,38817,No,Yes
PRJ016947,CMP03799,Horizon Digital Transformation,2017-09-22,,Active,Audit Automation,96,4681302,13411930,286.5,Compliance,Deloitte,Canada,Pharma & Life Sciences,48639,No,No
PRJ038927,CMP04290,Phoenix Digital Transformation,2023-11-25,2025-09-25,Completed,IT Service Management,192,2142659,1534144,71.6,Audit,PwC,Singapore,Banking & Finance,26263,Yes,No
PRJ014656,CMP01735,Orion Platform,2019-07-14,,Paused,Audit Automation,45,2642338,5205406,197.0,Marketing,Wipro,Philippines,Energy & Utilities,17046,No,No
PRJ018708,CMP01137,Horizon Process Reengineering,2015-03-08,2016-04-08,Completed,Compliance Monitoring,111,1642844,2160340,131.5,Content Moderation,Tech Mahindra,South Africa,Technology,121546,No,Yes
PRJ006947,CMP02158,Lambda Efficiency Project,2022-09-04,,Active,Financial Reporting,45,1054215,2974995,282.2,IT,Deloitte,Netherlands,Education,58306,Yes,Yes
PRJ045575,CMP04048,Lambda Efficiency Project,2023-04-13,2024-05-13,Completed,Compliance Monitoring,80,456154,265025,58.1,Marketing,EY,Australia,Insurance,162502,Yes,No
PRJ004163,CMP03492,Sentinel Modernization,2015-09-11,2016-02-11,Cancelled,Payroll Processing,19,4710757,4918030,104.4,IT,Mphasis,Germany,Insurance,63644,Yes,No
PRJ000228,CMP02534,Zenith Accelerator,2016-07-19,,Active,Financial Reporting,10,3173739,2310482,72.8,Audit,Tech Mahindra,United States,Pharma & Life Sciences,116770,Yes,Yes
PRJ044125,CMP04049,Fusion Platform,2015-06-07,,Paused,Financial Reporting,63,4943816,2501571,50.6,Content Moderation,IBM,United States,Healthcare,129401,Yes,Yes
PRJ018958,CMP05079,Prism Digital Transformation,2025-10-24,,Completed,Financial Reporting,138,940739,2480729,263.7,Customer Service,Accenture,Singapore,Transportation & Logistics,134591,Yes,No
PRJ037902,CMP03575,Vector Workflow Engine,2016-07-24,2016-11-24,Cancelled,Financial Reporting,114,560689,1654593,295.1,Risk Management,HCL Technologies,Netherlands,Technology,41108,No,No
PRJ049192,CMP04998,Apex Process Reengineering,2016-12-26,,Active,Invoice Processing,137,3847104,6201532,161.2,IT,Cyient,Japan,Technology,56033,No,Yes
PRJ043481,CMP03688,Prism Modernization,2015-05-09,2016-02-09,Completed,Supply Chain,54,3965910,4287149,108.1,Human Resources,TCS,Australia,Transportation & Logistics,179008,No,No
PRJ031639,CMP00028,Delta Intelligence Suite,2016-07-05,,Active,Supply Chain,54,2913953,7701578,264.3,Marketing,Cyient,United Kingdom,Education,125575,Yes,No
PRJ036522,CMP00744,Horizon Accelerator,2019-07-25,,Active,Payroll Processing,132,1158126,664764,57.4,Customer Onboarding,TCS,Mexico,Energy & Utilities,136508,No,Yes
PRJ019250,CMP04883,Sigma Efficiency Project,2021-12-28,2022-03-28,Cancelled,Financial Reporting,106,2726289,6643966,243.7,Marketing,IBM,Netherlands,Real Estate,54174,Yes,No
PRJ001095,CMP07400,Titan Intelligence Suite,2023-12-08,,Active,Email Automation,141,2094104,5639422,269.3,Procurement,Hexaware,United States,Banking & Finance,196994,Yes,Yes
PRJ024685,CMP07107,Fusion Digital Transformation,2019-10-17,2020-04-17,Completed,Customer Onboarding,196,1718746,5307488,308.8,Supply Chain,IBM,Australia,Banking & Finance,84225,No,No
PRJ003799,CMP08199,Lambda Automation Initiative,2015-06-27,2016-05-27,Completed,Audit Automation,110,4206941,6428206,152.8,Content Moderation,Cyient,France,Real Estate,170643,Yes,Yes
PRJ036736,CMP07832,Atlas Platform,2016-02-22,,Active,Payroll Processing,159,3155193,7581929,240.3,Compliance,PwC,United Kingdom,Real Estate,168234,No,Yes
PRJ040550,CMP08132,Nexus Automation Initiative,2018-12-14,2019-06-14,Completed,HR Automation,108,3413739,2727577,79.9,IT,PwC,Malaysia,Energy & Utilities,108242,Yes,No
PRJ046532,CMP05042,Horizon Intelligence Suite,2022-08-28,,Failed,Email Automation,99,3925005,0,-38.3,Risk Management,Capgemini,France,Manufacturing,172172,Yes,No
PRJ024898,CMP04258,Horizon Intelligence Suite,2022-04-17,2022-07-17,Completed,Data Entry Automation,27,1540566,2555799,165.9,Operations,Capgemini,France,Real Estate,4740,Yes,No
PRJ043815,CMP03893,Zenith Accelerator,2018-09-30,,Active,Financial Reporting,153,2838265,3786246,133.4,Risk Management,Accenture,UAE,Mining & Metals,98198,No,Yes
PRJ010031,CMP02495,Eclipse Optimization Program,2022-06-04,,Paused,Data Entry Automation,105,1904546,3079651,161.7,Customer Onboarding,TCS,Malaysia,Technology,42299,No,Yes
PRJ044055,CMP05475,Vector Platform,2024-03-08,,Active,IT Service Management,15,4190116,8807624,210.2,Operations,Infosys,Vietnam,Healthcare,86482,Yes,No
PRJ046648,CMP04147,Delta Efficiency Project,2025-10-21,,Completed,Compliance Monitoring,172,4247524,10325731,243.1,Legal,Wipro,Malaysia,Healthcare,174291,Yes,No
PRJ035330,CMP09102,Phoenix Platform,2025-08-18,,Active,Financial Reporting,191,1943256,3190826,164.2,Customer Service,Cognizant,Singapore,Mining & Metals,165352,No,Yes
PRJ036709,CMP07050,Nexus Modernization,2022-02-01,,Active,Data Entry Automation,37,1059621,699350,66.0,Human Resources,Mphasis,India,Government & Public Sector,8029,Yes,Yes
PRJ046345,CMP09854,Lambda Automation Initiative,2015-08-01,2017-06-01,Completed,IT Service Management,5,1166402,228615,19.6,Compliance,EY,Malaysia,Real Estate,5311,No,No
PRJ017339,CMP06699,Sigma Efficiency Project,2022-05-12,2023-03-12,Completed,IT Service Management,88,402961,738628,183.3,IT,Deloitte,Mexico,Real Estate,139121,Yes,No
PRJ032427,CMP09040,Quantum Optimization Program,2023-08-04,2024-03-04,Completed,Invoice Processing,10,2352089,2876605,122.3,Human Resources,Tech Mahindra,Australia,Education,110853,Yes,Yes
PRJ039870,CMP00758,Lambda Platform,2024-05-31,,Failed,Invoice Processing,2,3409450,0,-62.1,Supply Chain,EY,South Africa,Manufacturing,190524,No,No
PRJ020029,CMP08319,Zenith Intelligence Suite,2021-04-09,,Active,Email Automation,109,3763042,4000114,106.3,IT,Hexaware,South Africa,Real Estate,5771,Yes,No
PRJ007055,CMP04780,Orion Optimization Program,2018-01-10,,Active,Financial Reporting,23,2186907,5121736,234.2,Legal,LTIMindtree,Netherlands,Banking & Finance,119713,Yes,Yes
PRJ025137,CMP00715,Cobalt Modernization,2017-01-30,,Failed,Financial Reporting,78,3073497,0,-84.0,Procurement,PwC,Australia,Manufacturing,191030,No,No
PRJ018683,CMP01012,Nexus Process Reengineering,2016-02-02,2017-08-02,Completed,IT Service Management,48,449076,318844,71.0,Audit,TCS,Malaysia,Manufacturing,143203,No,No
PRJ026497,CMP03576,Lambda Workflow Engine,2022-09-19,,Paused,Data Entry Automation,30,3664594,1293602,35.3,Finance,Hexaware,UAE,Manufacturing,114821,Yes,Yes
PRJ046637,CMP01710,Nexus Automation Initiative,2016-06-29,,Active,Data Entry Automation,77,796207,600340,75.4,Operations,Tech Mahindra,Brazil,Mining & Metals,170815,Yes,Yes
PRJ017397,CMP01269,Eclipse Efficiency Project,2024-06-13,2025-07-13,Cancelled,Claims Processing,111,666553,1257786,188.7,Marketing,Mphasis,United States,Banking & Finance,148680,No,Yes
PRJ021605,CMP05349,Sentinel Efficiency Project,2019-06-10,,Active,Payroll Processing,15,602686,1721874,285.7,Human Resources,Cognizant,Brazil,Energy & Utilities,57408,No,Yes
PRJ018515,CMP04464,Fusion Intelligence Suite,2021-01-01,,Failed,HR Automation,9,1288637,0,-89.1,Customer Onboarding,Accenture,Brazil,Healthcare,35671,Yes,No
PRJ037757,CMP00213,Horizon Modernization,2022-01-24,,Paused,Payroll Processing,195,3958637,2965019,74.9,Finance,PwC,United Kingdom,Pharma & Life Sciences,81124,No,No
PRJ039414,CMP02743,Omega Automation Initiative,2020-04-21,2020-10-21,Completed,Data Entry Automation,101,1865086,1866951,100.1,Marketing,HCL Technologies,Japan,Real Estate,77085,Yes,Yes
PRJ026552,CMP01371,Sentinel Efficiency Project,2018-07-13,,Active,Claims Processing,117,4599360,2065113,44.9,Customer Onboarding,EY,United States,Healthcare,84429,Yes,Yes
PRJ012979,CMP00625,Zenith Intelligence Suite,2020-09-22,,Failed,Audit Automation,72,1291286,0,-89.0,Content Moderation,PwC,Mexico,Government & Public Sector,143756,Yes,Yes
PRJ045929,CMP04605,Vertex Intelligence Suite,2017-08-11,,Active,Supply Chain,105,3895122,4763734,122.3,Supply Chain,Cognizant,UAE,Telecommunications,116195,No,No
PRJ023741,CMP06714,Prism Digital Transformation,2024-07-24,2025-04-24,Completed,IT Service Management,186,1608270,192992,12.0,Legal,LTIMindtree,Malaysia,Manufacturing,13774,No,No
PRJ039668,CMP04900,Lambda Optimization Program,2015-06-15,,Active,Financial Reporting,71,1898599,918922,48.4,Customer Service,Cyient,South Africa,Technology,4440,No,Yes
PRJ002983,CMP09248,Vertex Modernization,2016-12-14,,Failed,Data Entry Automation,69,3055406,0,-64.2,Procurement,Accenture,India,Pharma & Life Sciences,108035,Yes,Yes
PRJ004209,CMP04255,Orion Workflow Engine,2022-10-13,,Paused,Claims Processing,165,4357302,4178653,95.9,Risk Management,TCS,Malaysia,Government & Public Sector,35572,No,Yes
PRJ020438,CMP08994,Delta Modernization,2017-05-08,,Paused,Invoice Processing,73,1195831,1910938,159.8,Finance,Infosys,Vietnam,Transportation & Logistics,70849,No,Yes
PRJ048245,CMP06844,Vector Optimization Program,2024-06-21,,Failed,Audit Automation,65,4730173,0,-40.3,Customer Onboarding,Cyient,Brazil,Energy & Utilities,172888,No,Yes
PRJ016412,CMP01056,Cobalt Optimization Program,2024-12-19,,Completed,Email Automation,51,2305048,4197492,182.1,Supply Chain,Deloitte,Australia,Healthcare,87682,No,Yes
PRJ042624,CMP09376,Horizon Workflow Engine,2019-07-04,,Paused,Payroll Processing,150,879930,1696505,192.8,Operations,Capgemini,Canada,Transportation & Logistics,174876,Yes,No
PRJ012319,CMP00087,Omega Optimization Program,2022-08-24,,Paused,Supply Chain,31,1297452,3381160,260.6,Finance,Cognizant,Netherlands,Transportation & Logistics,86223,No,Yes
PRJ009316,CMP05382,Lambda Intelligence Suite,2023-11-13,2025-08-13,Cancelled,Data Entry Automation,72,1759619,2632390,149.6,Operations,IBM,India,Healthcare,117641,No,Yes
PRJ047631,CMP07600,Prism Digital Transformation,2019-07-02,,Failed,HR Automation,70,4967812,0,-46.8,Risk Management,LTIMindtree,UAE,Transportation & Logistics,72569,Yes,No
PRJ000956,CMP02589,Apex Accelerator,2020-06-03,,Paused,Supply Chain,177,421682,1020470,242.0,Compliance,Cyient,United Kingdom,Real Estate,197601,Yes,No
PRJ014429,CMP00525,Omega Automation Initiative,2024-09-26,,Paused,Financial Reporting,96,3237190,7403454,228.7,Marketing,Wipro,Philippines,Insurance,159272,Yes,No
PRJ032137,CMP09117,Titan Modernization,2021-03-10,2022-10-10,Completed,Audit Automation,114,4828423,11969661,247.9,Risk Management,Infosys,Vietnam,Healthcare,148750,No,Yes
PRJ042319,CMP00605,Vertex Workflow Engine,2018-05-07,,Active,Financial Reporting,113,2472546,7612969,307.9,Customer Onboarding,EY,Malaysia,Healthcare,80414,No,Yes
PRJ034186,CMP03650,Vector Process Reengineering,2022-01-21,2023-02-21,Completed,HR Automation,25,4411004,8085370,183.3,Customer Onboarding,EY,Malaysia,Mining & Metals,126467,Yes,Yes
PRJ004402,CMP03135,Quantum Process Reengineering,2024-09-25,,Failed,HR Automation,183,3443947,0,-64.4,IT,Infosys,Australia,Energy & Utilities,153911,No,No
PRJ047563,CMP09320,Aurora Workflow Engine,2019-11-04,,Paused,HR Automation,5,2255256,6107233,270.8,Supply Chain,HCL Technologies,Canada,Telecommunications,140817,No,No
PRJ021108,CMP07660,Delta Efficiency Project,2015-08-18,2016-10-18,Completed,Supply Chain,28,4758067,6380568,134.1,Content Moderation,TCS,Japan,Banking & Finance,179034,Yes,Yes
PRJ012704,CMP00729,Aurora Optimization Program,2015-10-02,,Active,Email Automation,82,3006593,4308448,143.3,Supply Chain,PwC,Japan,Banking & Finance,57613,Yes,Yes
PRJ030261,CMP05707,Atlas Optimization Program,2018-07-10,2019-07-10,Completed,Payroll Processing,51,227876,299201,131.3,Customer Onboarding,IBM,Germany,Retail & E-Commerce,50908,No,No
PRJ009683,CMP06951,Vertex Workflow Engine,2021-09-02,,Paused,Audit Automation,74,4232571,2564938,60.6,Operations,Deloitte,Malaysia,Telecommunications,193857,No,Yes
PRJ045884,CMP04353,Prism Efficiency Project,2019-09-09,2021-02-09,Completed,Supply Chain,159,735575,1480712,201.3,Compliance,TCS,India,Transportation & Logistics,24339,Yes,No
PRJ027753,CMP02319,Sentinel Modernization,2023-04-02,2024-12-02,Cancelled,IT Service Management,66,4322367,3600532,83.3,Operations,TCS,Australia,Technology,147530,Yes,No
PRJ027793,CMP05330,Nexus Modernization,2016-10-24,2017-04-24,Completed,Payroll Processing,168,310971,32652,10.5,Legal,Deloitte,Vietnam,Education,123708,Yes,Yes
PRJ046088,CMP04763,Prism Automation Initiative,2018-12-25,2019-12-25,Completed,Email Automation,109,761071,2035104,267.4,Audit,HCL Technologies,India,Mining & Metals,39140,Yes,Yes
PRJ031561,CMP05976,Vector Modernization,2017-09-13,2019-01-13,Completed,Claims Processing,155,1441907,1013661,70.3,Supply Chain,Wipro,Brazil,Manufacturing,98939,No,Yes
PRJ001761,CMP00507,Omega Automation Initiative,2025-12-20,,Completed,Invoice Processing,128,1791022,838198,46.8,Finance,Tech Mahindra,United Kingdom,Banking & Finance,179854,Yes,No
PRJ040553,CMP02707,Orion Digital Transformation,2017-11-01,,Active,IT Service Management,165,1424224,1474072,103.5,Human Resources,PwC,Germany,Manufacturing,24389,No,Yes
PRJ016929,CMP06104,Omega Accelerator,2015-06-11,,Active,Compliance Monitoring,172,2279032,6046272,265.3,Customer Onboarding,HCL Technologies,United Kingdom,Manufacturing,191010,Yes,No
PRJ049881,CMP01812,Delta Automation Initiative,2020-05-19,2021-09-19,Completed,Financial Reporting,159,1584496,1945761,122.8,Customer Service,Hexaware,Mexico,Government & Public Sector,107561,Yes,Yes
PRJ021623,CMP01639,Apex Efficiency Project,2022-05-24,2022-12-24,Completed,Email Automation,144,3257125,4397119,135.0,Customer Onboarding,Deloitte,India,Government & Public Sector,13649,No,Yes
PRJ028008,CMP07381,Omega Process Reengineering,2016-07-15,,Active,Invoice Processing,32,478439,52628,11.0,Supply Chain,Tech Mahindra,Malaysia,Manufacturing,151203,No,Yes
PRJ025709,CMP02610,Eclipse Modernization,2022-01-25,2022-08-25,Completed,Customer Onboarding,33,578792,1260030,217.7,Risk Management,Cyient,Japan,Pharma & Life Sciences,51251,Yes,No
PRJ036218,CMP05516,Atlas Workflow Engine,2025-11-11,,Failed,IT Service Management,195,1252367,0,-16.3,Risk Management,Mphasis,Germany,Government & Public Sector,74022,Yes,Yes
PRJ019309,CMP01515,Zenith Workflow Engine,2021-02-18,2021-12-18,Completed,Audit Automation,21,1371382,3568336,260.2,Supply Chain,LTIMindtree,Australia,Manufacturing,2219,No,No
PRJ001557,CMP03359,Atlas Workflow Engine,2018-07-03,,Active,Compliance Monitoring,195,3109974,4845339,155.8,Marketing,PwC,Canada,Pharma & Life Sciences,178594,No,Yes
PRJ007935,CMP03589,Aurora Intelligence Suite,2017-01-01,,Active,Payroll Processing,132,3330225,4036233,121.2,Supply Chain,Deloitte,India,Technology,109649,No,No
PRJ007291,CMP07038,Prism Modernization,2022-01-09,,Active,Data Entry Automation,116,3042518,362060,11.9,Legal,Accenture,Germany,Healthcare,117819,Yes,No
PRJ037613,CMP06051,Horizon Platform,2024-12-05,2025-11-05,Cancelled,HR Automation,57,214073,579067,270.5,Compliance,Wipro,UAE,Mining & Metals,184434,No,Yes
PRJ026800,CMP01334,Omega Intelligence Suite,2021-12-28,2023-12-28,Completed,Invoice Processing,112,2951380,2434889,82.5,Customer Service,LTIMindtree,Philippines,Education,32026,No,Yes
PRJ047187,CMP02708,Quantum Accelerator,2020-09-02,,Failed,Customer Onboarding,184,1249219,0,-80.7,Legal,PwC,Japan,Insurance,124924,Yes,Yes
PRJ031089,CMP09993,Delta Process Reengineering,2017-06-11,,Active,Supply Chain,77,2747338,969810,35.3,Audit,TCS,Vietnam,Mining & Metals,120075,No,No
PRJ001787,CMP06126,Delta Automation Initiative,2018-10-19,,Failed,IT Service Management,16,1277730,0,-43.1,Customer Onboarding,EY,India,Banking & Finance,14613,No,Yes
PRJ010891,CMP00248,Aurora Platform,2019-08-20,,Active,Audit Automation,143,2010490,3799826,189.0,Supply Chain,Infosys,Mexico,Energy & Utilities,153141,No,No
PRJ031535,CMP00401,Delta Automation Initiative,2017-06-04,2019-03-04,Completed,Invoice Processing,160,1457996,3446703,236.4,Legal,PwC,Brazil,Education,27877,No,No
PRJ010149,CMP03273,Sigma Efficiency Project,2019-02-20,2019-10-20,Completed,Payroll Processing,172,4338423,1271158,29.3,Finance,EY,Japan,Mining & Metals,38057,No,No
PRJ021145,CMP05891,Apex Digital Transformation,2023-12-06,2024-04-06,Completed,IT Service Management,1,3358281,402994,12.0,Customer Onboarding,PwC,Singapore,Technology,82822,Yes,Yes
PRJ004780,CMP05501,Phoenix Automation Initiative,2015-10-18,2016-05-18,Completed,HR Automation,108,4586315,11750139,256.2,IT,Hexaware,Germany,Education,65746,Yes,Yes
PRJ026969,CMP09136,Prism Digital Transformation,2023-10-30,2025-01-30,Completed,Email Automation,88,3702677,11274651,304.5,Legal,Cognizant,Brazil,Government & Public Sector,124505,Yes,Yes
