project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ032768,CMP04137,Atlas Modernization,2020-10-01,2021-12-01,Completed,Payroll Processing,51,759340,512555,67.5,Operations,Hexaware,Philippines,Manufacturing,28293,No,No
PRJ027546,CMP08420,Quantum Accelerator,2015-04-30,,Active,HR Automation,59,3872272,7612887,196.6,Supply Chain,Cyient,France,Pharma & Life Sciences,153856,No,Yes
PRJ000183,CMP08929,Orion Workflow Engine,2016-06-03,,Active,Email Automation,116,188785,399658,211.7,Finance,Wipro,Singapore,Retail & E-Commerce,160226,Yes,No
PRJ044414,CMP01319,Orion Platform,2022-12-06,2023-06-06,Cancelled,Email Automation,8,300333,726806,242.0,Human Resources,LTIMindtree,Malaysia,Education,149850,Yes,No
PRJ029994,CMP01610,Delta Efficiency Project,2015-03-03,2016-07-03,Completed,Data Entry Automation,27,4858183,1729513,35.6,Marketing,EY,Mexico,Mining & Metals,5923,Yes,No
PRJ047129,CMP06433,Omega Platform,2015-10-01,,Paused,Compliance Monitoring,128,1151261,2925354,254.1,Customer Service,Tech Mahindra,Canada,Mining & Metals,117234,No,Yes
PRJ026669,CMP06246,Delta Process Reengineering,2016-07-27,2017-12-27,Completed,HR Automation,127,303030,79394,26.2,Finance,Infosys,Japan,Pharma & Life Sciences,173971,No,No
PRJ044574,CMP08507,Prism Intelligence Suite,2018-09-15,2018-12-15,Completed,Claims Processing,184,2500658,4163596,166.5,Compliance,Wipro,Canada,Retail & E-Commerce,110415,No,Yes
PRJ040527,CMP00769,Delta Accelerator,2018-04-20,,Paused,Customer Onboarding,30,2033655,2226852,109.5,Supply Chain,PwC,Japan,Energy & Utilities,78581,No,No
PRJ012633,CMP00655,Prism Accelerator,2022-09-09,2023-06-09,Completed,Email Automation,44,62954,19705,31.3,IT,LTIMindtree,Malaysia,Insurance,92297,Yes,No
PRJ043478,CMP00433,Vector Workflow Engine,2015-11-08,2017-03-08,Cancelled,HR Automation,180,3844877,9562209,248.7,Legal,PwC,India,Energy & Utilities,25676,No,No
PRJ004951,CMP09374,Sigma Intelligence Suite,2020-05-14,2022-04-14,Completed,Payroll Processing,66,4100470,9513090,232.0,Operations,EY,France,Transportation & Logistics,32706,Yes,Yes
PRJ047840,CMP08528,Delta Process Reengineering,2020-07-08,2020-12-08,Completed,Financial Reporting,144,3300117,5329689,161.5,Finance,Cognizant,Philippines,Government & Public Sector,187511,No,Yes
PRJ003252,CMP03225,Phoenix Intelligence Suite,2016-03-21,,Paused,Claims Processing,165,2101957,2484513,118.2,Human Resources,TCS,Japan,Manufacturing,78773,Yes,No
PRJ013831,CMP03661,Nexus Platform,2019-03-09,2020-09-09,Completed,Supply Chain,129,3478562,1057483,30.4,IT,TCS,France,Transportation & Logistics,89151,No,No
PRJ029131,CMP01553,Horizon Optimization Program,2015-08-06,,Active,HR Automation,130,1261519,1018046,80.7,Customer Onboarding,Accenture,United States,Healthcare,109353,Yes,Yes
PRJ010403,CMP02108,Phoenix Intelligence Suite,2015-12-24,2016-09-24,Completed,Invoice Processing,19,2277241,3782497,166.1,Audit,Hexaware,United States,Telecommunications,104996,No,No
PRJ018508,CMP01632,Aurora Process Reengineering,2024-11-10,,Active,Data Entry Automation,162,4949513,9874278,199.5,Human Resources,Deloitte,Vietnam,Mining & Metals,143990,Yes,No
PRJ021515,CMP07643,Titan Efficiency Project,2016-03-18,,Paused,Email Automation,42,3510311,6185168,176.2,Audit,Hexaware,Malaysia,Mining & Metals,114675,No,No
PRJ040967,CMP08053,Horizon Intelligence Suite,2017-06-18,,Active,Email Automation,53,4993912,2257248,45.2,Human Resources,IBM,Vietnam,Pharma & Life Sciences,95051,Yes,No
PRJ049340,CMP07257,Omega Digital Transformation,2022-12-07,2023-04-07,Completed,Financial Reporting,57,691288,1155142,167.1,Content Moderation,Capgemini,UAE,Healthcare,87900,No,No
PRJ036622,CMP09770,Orion Process Reengineering,2021-11-04,,Failed,Compliance Monitoring,142,3851897,0,-45.5,Operations,Mphasis,Canada,Real Estate,7694,No,No
PRJ027466,CMP00974,Quantum Modernization,2020-08-01,,Active,Email Automation,81,2067895,903670,43.7,Marketing,Accenture,Mexico,Real Estate,112946,No,No
PRJ032357,CMP00910,Sentinel Intelligence Suite,2022-04-12,2023-03-12,Cancelled,Email Automation,38,1606755,358306,22.3,Compliance,Accenture,Canada,Real Estate,86035,Yes,No
PRJ049847,CMP07910,Vector Automation Initiative,2015-05-25,2016-10-25,Completed,Supply Chain,178,1972970,1724376,87.4,Risk Management,Wipro,UAE,Insurance,77226,No,No
PRJ022049,CMP01506,Prism Workflow Engine,2017-11-09,,Active,Compliance Monitoring,161,3770977,8948528,237.3,Legal,Capgemini,France,Real Estate,139080,Yes,No
PRJ037019,CMP01953,Horizon Digital Transformation,2022-05-27,2023-08-27,Completed,Audit Automation,32,3932780,3806931,96.8,Legal,Cyient,Germany,Government & Public Sector,183793,No,No
PRJ000585,CMP05894,Orion Digital Transformation,2020-01-26,2021-03-26,Completed,HR Automation,168,67030,42162,62.9,Legal,HCL Technologies,India,Banking & Finance,183305,Yes,No
PRJ032567,CMP04531,Omega Digital Transformation,2019-08-04,,Active,Data Entry Automation,21,829377,1429846,172.4,Human Resources,Accenture,United Kingdom,Insurance,147595,Yes,Yes
PRJ003038,CMP03689,Omega Workflow Engine,2025-11-17,,Completed,Data Entry Automation,157,3406769,9647970,283.2,Operations,Infosys,Japan,Manufacturing,17082,Yes,Yes
PRJ040989,CMP07967,Vertex Automation Initiative,2020-01-20,2020-04-20,Completed,Financial Reporting,154,1006381,1533725,152.4,Supply Chain,TCS,Singapore,Energy & Utilities,87850,Yes,Yes
PRJ042164,CMP09015,Sigma Optimization Program,2015-10-03,,Paused,Compliance Monitoring,10,312868,742123,237.2,Risk Management,Tech Mahindra,South Africa,Healthcare,194287,No,No
PRJ013469,CMP01893,Prism Platform,2022-06-15,2023-04-15,Completed,Invoice Processing,154,3639508,2569493,70.6,Marketing,Deloitte,South Africa,Energy & Utilities,52057,Yes,No
PRJ020226,CMP08916,Apex Workflow Engine,2017-02-08,,Failed,Email Automation,33,1329460,0,-56.6,Compliance,Mphasis,Vietnam,Mining & Metals,1160,Yes,No
PRJ049748,CMP05446,Orion Accelerator,2017-02-12,,Paused,HR Automation,155,4927477,1872441,38.0,Customer Service,Mphasis,United States,Manufacturing,89701,No,Yes
PRJ016851,CMP03887,Horizon Optimization Program,2025-07-06,2025-11-06,Completed,Payroll Processing,190,3841705,8728354,227.2,Customer Onboarding,Tech Mahindra,France,Insurance,118212,No,Yes
PRJ033670,CMP04353,Cobalt Platform,2019-01-15,,Active,Audit Automation,36,3254803,641196,19.7,Human Resources,HCL Technologies,France,Mining & Metals,102521,Yes,Yes
PRJ017451,CMP02299,Horizon Automation Initiative,2021-12-14,,Active,Payroll Processing,93,152476,84472,55.4,Operations,Hexaware,Singapore,Healthcare,74074,No,Yes
PRJ019510,CMP08751,Cobalt Automation Initiative,2017-09-08,2018-08-08,Completed,Compliance Monitoring,82,2426220,1974943,81.4,IT,Deloitte,Brazil,Pharma & Life Sciences,21209,No,No
PRJ029165,CMP09861,Vertex Platform,2024-01-30,,Completed,Email Automation,91,656571,390003,59.4,Marketing,HCL Technologies,Australia,Manufacturing,15896,No,No
PRJ003983,CMP09466,Orion Platform,2025-01-07,,Completed,HR Automation,95,1171228,1827116,156.0,Procurement,Deloitte,UAE,Insurance,89541,No,No
PRJ012054,CMP00402,Quantum Modernization,2017-06-21,,Paused,Financial Reporting,64,2665035,295819,11.1,Marketing,HCL Technologies,United States,Real Estate,13297,No,Yes
PRJ007786,CMP09209,Atlas Process Reengineering,2023-07-30,,Paused,Invoice Processing,43,783568,519506,66.3,Operations,HCL Technologies,Singapore,Telecommunications,69230,Yes,No
PRJ034280,CMP07694,Eclipse Workflow Engine,2020-06-06,,Active,Payroll Processing,19,1109367,565777,51.0,Customer Service,Accenture,Canada,Banking & Finance,132569,No,Yes
PRJ004590,CMP08336,Quantum Platform,2025-12-21,,Paused,Invoice Processing,177,4042636,1839399,45.5,Legal,Capgemini,Philippines,Mining & Metals,112343,Yes,Yes
PRJ044945,CMP09449,Titan Platform,2022-03-17,,Paused,Payroll Processing,12,4037826,12153856,301.0,Content Moderation,PwC,United Kingdom,Retail & E-Commerce,79949,Yes,No
PRJ002439,CMP08727,Delta Accelerator,2015-04-17,2017-04-17,Completed,Customer Onboarding,116,321933,374408,116.3,Procurement,Tech Mahindra,Philippines,Mining & Metals,185635,No,Yes
PRJ041621,CMP09431,Vector Optimization Program,2020-06-09,2021-04-09,Completed,Claims Processing,99,446755,501706,112.3,Content Moderation,Accenture,Singapore,Technology,89923,Yes,No
PRJ036582,CMP05058,Atlas Modernization,2023-02-04,,Active,Audit Automation,108,155352,292062,188.0,Audit,IBM,United States,Transportation & Logistics,22933,Yes,No
PRJ035097,CMP08873,Delta Optimization Program,2020-11-15,2021-11-15,Completed,Audit Automation,118,4351219,2945775,67.7,Marketing,IBM,Brazil,Banking & Finance,102247,Yes,Yes
PRJ008167,CMP01230,Delta Intelligence Suite,2025-12-05,,Paused,Invoice Processing,7,2061711,1645245,79.8,Customer Onboarding,Mphasis,Philippines,Technology,78024,No,No
PRJ020879,CMP05703,Eclipse Digital Transformation,2015-07-01,,Active,Financial Reporting,46,4369173,8310167,190.2,Compliance,Tech Mahindra,Mexico,Banking & Finance,129405,No,Yes
PRJ018725,CMP02620,Horizon Efficiency Project,2024-03-18,2025-11-18,Completed,Compliance Monitoring,82,483340,1079782,223.4,Operations,PwC,Brazil,Retail & E-Commerce,185885,Yes,Yes
PRJ047655,CMP06362,Phoenix Digital Transformation,2025-12-23,,Completed,Audit Automation,174,3762655,7182908,190.9,Risk Management,Cognizant,Philippines,Pharma & Life Sciences,180614,Yes,Yes
PRJ037709,CMP07727,Atlas Accelerator,2017-04-01,,Active,IT Service Management,117,4691575,2205040,47.0,Legal,Hexaware,Australia,Real Estate,100806,No,Yes
PRJ047612,CMP06958,Delta Process Reengineering,2016-08-11,2018-03-11,Cancelled,Claims Processing,195,3892747,4180810,107.4,Compliance,Deloitte,South Africa,Telecommunications,46880,No,No
PRJ044671,CMP06711,Titan Platform,2021-10-16,,Paused,Data Entry Automation,36,28815,12880,44.7,Risk Management,HCL Technologies,United Kingdom,Mining & Metals,110808,No,No
PRJ032338,CMP03139,Horizon Digital Transformation,2024-11-16,,Active,Compliance Monitoring,178,2687498,3891497,144.8,Marketing,Accenture,Netherlands,Banking & Finance,21030,No,Yes
PRJ046828,CMP03259,Nexus Automation Initiative,2024-02-13,,Paused,Data Entry Automation,90,1934123,5431017,280.8,Customer Onboarding,Cyient,Canada,Pharma & Life Sciences,14702,Yes,No
PRJ017475,CMP05618,Omega Digital Transformation,2021-08-27,,Failed,Supply Chain,40,192053,0,-12.0,Operations,HCL Technologies,United Kingdom,Real Estate,148185,No,No
PRJ023905,CMP04404,Titan Accelerator,2015-06-03,,Paused,Claims Processing,192,3512076,3252182,92.6,Risk Management,Capgemini,Singapore,Retail & E-Commerce,11223,Yes,No
PRJ022427,CMP05736,Nexus Automation Initiative,2019-09-06,,Active,Audit Automation,75,3917312,9487730,242.2,Risk Management,PwC,Netherlands,Telecommunications,162471,Yes,Yes
PRJ040000,CMP02508,Vertex Digital Transformation,2025-11-06,,Active,Email Automation,183,1260242,409579,32.5,Content Moderation,EY,India,Transportation & Logistics,154212,Yes,Yes
PRJ002038,CMP00854,Quantum Platform,2020-02-29,2020-12-29,Completed,HR Automation,35,1124290,2120411,188.6,Customer Onboarding,Infosys,Mexico,Government & Public Sector,107691,No,Yes
PRJ005908,CMP09692,Nexus Digital Transformation,2020-07-25,,Active,HR Automation,196,3260928,2220692,68.1,Audit,Deloitte,France,Insurance,177875,No,No
PRJ037026,CMP04645,Vector Digital Transformation,2023-08-12,2025-06-12,Completed,Financial Reporting,171,1283203,1185680,92.4,Supply Chain,Cyient,South Africa,Manufacturing,18358,Yes,Yes
PRJ014320,CMP09416,Titan Optimization Program,2025-02-04,,Completed,Payroll Processing,178,4349283,3327201,76.5,Operations,Infosys,Philippines,Banking & Finance,23117,Yes,No
PRJ013272,CMP03823,Phoenix Modernization,2023-11-16,2024-03-16,Completed,Supply Chain,84,2762661,7807280,282.6,Compliance,Infosys,Canada,Mining & Metals,193499,No,No
PRJ039047,CMP08630,Orion Automation Initiative,2021-08-17,,Active,Financial Reporting,80,3659480,9459756,258.5,Customer Service,Cognizant,Philippines,Insurance,113321,No,Yes
PRJ006058,CMP01181,Zenith Platform,2018-12-22,2019-07-22,Completed,Email Automation,41,2937126,4743458,161.5,Risk Management,Wipro,Singapore,Telecommunications,175561,Yes,Yes
PRJ031651,CMP01734,Nexus Accelerator,2019-04-13,2020-05-13,Completed,Data Entry Automation,104,863894,1443567,167.1,Marketing,Mphasis,United States,Technology,110044,No,Yes
PRJ044436,CMP08910,Aurora Accelerator,2023-06-30,,Paused,Payroll Processing,11,4375893,10716562,244.9,Procurement,Cyient,Brazil,Education,121905,No,Yes
PRJ029051,CMP03582,Fusion Efficiency Project,2018-05-27,2020-03-27,Completed,Claims Processing,21,1961100,4167338,212.5,Marketing,EY,Singapore,Transportation & Logistics,123824,No,No
PRJ008852,CMP07678,Nexus Modernization,2024-02-14,2025-02-14,Completed,Customer Onboarding,175,1092664,2937081,268.8,Legal,Infosys,Australia,Telecommunications,17114,No,No
PRJ035373,CMP03079,Titan Optimization Program,2020-10-20,2021-04-20,Cancelled,Invoice Processing,82,2317036,604746,26.1,Customer Onboarding,HCL Technologies,United States,Telecommunications,173851,Yes,No
PRJ013360,CMP06780,Lambda Automation Initiative,2017-07-25,,Paused,Invoice Processing,105,1032471,1124361,108.9,Legal,Cyient,South Africa,Education,96435,No,No
PRJ001589,CMP04538,Eclipse Intelligence Suite,2018-07-06,,Active,IT Service Management,111,3382386,1231189,36.4,Audit,Cyient,United Kingdom,Energy & Utilities,119471,Yes,Yes
PRJ045115,CMP06802,Phoenix Platform,2016-04-22,2017-03-22,Completed,Claims Processing,196,2623345,2337400,89.1,Marketing,Deloitte,South Africa,Energy & Utilities,109956,Yes,Yes
PRJ037483,CMP07050,Sigma Efficiency Project,2015-03-02,,Failed,Audit Automation,170,288388,0,-33.2,Audit,Mphasis,UAE,Retail & E-Commerce,64980,Yes,Yes
PRJ036478,CMP06709,Aurora Automation Initiative,2021-09-10,,Paused,IT Service Management,12,3742759,10041822,268.3,Operations,PwC,UAE,Retail & E-Commerce,61412,No,Yes
PRJ014786,CMP01153,Cobalt Optimization Program,2015-03-01,,Active,Financial Reporting,73,1838373,3415697,185.8,Compliance,Mphasis,India,Banking & Finance,62340,Yes,Yes
PRJ018712,CMP06201,Quantum Platform,2022-05-11,2024-05-11,Completed,Customer Onboarding,175,4946984,13614100,275.2,Human Resources,LTIMindtree,Singapore,Real Estate,87685,Yes,No
PRJ041405,CMP06079,Omega Platform,2020-12-03,,Paused,Compliance Monitoring,56,2464360,746701,30.3,Operations,Mphasis,Brazil,Banking & Finance,2077,No,Yes
PRJ037161,CMP04217,Fusion Digital Transformation,2023-06-07,,Paused,Data Entry Automation,82,405233,657288,162.2,Customer Onboarding,HCL Technologies,United Kingdom,Telecommunications,8018,No,Yes
PRJ027378,CMP09352,Omega Efficiency Project,2023-05-23,,Active,HR Automation,122,1349278,3352956,248.5,Human Resources,IBM,India,Mining & Metals,122245,Yes,Yes
PRJ005540,CMP06730,Vertex Digital Transformation,2025-10-02,,Active,HR Automation,166,4594059,12454494,271.1,Compliance,EY,Malaysia,Retail & E-Commerce,148474,No,No
PRJ003452,CMP01338,Lambda Modernization,2024-01-09,,Active,Invoice Processing,36,592841,98412,16.6,Supply Chain,Infosys,Japan,Healthcare,172000,Yes,No
PRJ005171,CMP05014,Prism Workflow Engine,2018-06-28,2018-10-28,Completed,IT Service Management,90,4635056,13956154,301.1,Human Resources,Wipro,Australia,Technology,161731,No,Yes
PRJ028434,CMP06749,Horizon Optimization Program,2019-11-09,,Failed,Supply Chain,132,2649611,0,-16.5,Operations,PwC,India,Insurance,51699,Yes,No
PRJ042028,CMP04166,Apex Efficiency Project,2016-01-30,,Active,Data Entry Automation,15,482481,1050844,217.8,Supply Chain,Cognizant,UAE,Retail & E-Commerce,73236,No,No
PRJ020460,CMP06644,Orion Workflow Engine,2018-10-20,2020-10-20,Cancelled,Claims Processing,7,3366063,3746428,111.3,Operations,Deloitte,Canada,Healthcare,5235,Yes,Yes
PRJ008934,CMP05967,Titan Modernization,2017-01-07,,Active,Customer Onboarding,125,445051,1020057,229.2,Customer Onboarding,PwC,United Kingdom,Government & Public Sector,190230,Yes,Yes
PRJ016913,CMP02014,Vertex Optimization Program,2015-03-30,2016-06-30,Completed,Customer Onboarding,88,4401138,4027041,91.5,Compliance,Cognizant,Malaysia,Banking & Finance,63264,Yes,Yes
PRJ035861,CMP07050,Delta Automation Initiative,2020-03-22,2022-01-22,Completed,Data Entry Automation,55,2325433,5899624,253.7,Procurement,IBM,United Kingdom,Healthcare,159271,Yes,Yes
PRJ032905,CMP03074,Eclipse Process Reengineering,2015-01-11,,Active,Invoice Processing,26,2518088,6783729,269.4,Content Moderation,HCL Technologies,France,Education,187826,No,No
PRJ046982,CMP06486,Cobalt Automation Initiative,2016-08-16,2017-07-16,Completed,Payroll Processing,69,3559962,4866468,136.7,IT,Tech Mahindra,India,Energy & Utilities,197022,Yes,No
PRJ008409,CMP04007,Nexus Platform,2022-08-26,2023-03-26,Completed,Email Automation,110,4966946,4192102,84.4,Compliance,Wipro,United Kingdom,Transportation & Logistics,167052,No,No
PRJ042172,CMP02916,Atlas Process Reengineering,2018-11-10,,Active,Customer Onboarding,112,3315528,2009210,60.6,IT,Tech Mahindra,UAE,Banking & Finance,95902,Yes,No
PRJ022986,CMP00526,Nexus Optimization Program,2025-03-24,,Paused,Data Entry Automation,42,4568986,598537,13.1,IT,IBM,United States,Technology,23635,Yes,No
PRJ028659,CMP02370,Atlas Optimization Program,2021-03-09,2021-09-09,Completed,IT Service Management,124,786311,1455462,185.1,Compliance,Mphasis,Philippines,Banking & Finance,21413,No,No
PRJ047762,CMP03973,Horizon Digital Transformation,2022-09-24,,Active,Invoice Processing,119,1908834,4999236,261.9,Human Resources,Infosys,Australia,Banking & Finance,53017,No,Yes
PRJ042460,CMP00165,Orion Intelligence Suite,2017-09-14,2018-07-14,Cancelled,Invoice Processing,131,4183839,1104533,26.4,Customer Service,HCL Technologies,Singapore,Telecommunications,174111,Yes,No
PRJ030915,CMP01616,Prism Workflow Engine,2019-01-14,2020-03-14,Completed,Compliance Monitoring,183,3663691,11057019,301.8,Risk Management,HCL Technologies,Malaysia,Healthcare,108937,Yes,Yes
PRJ043957,CMP00923,Omega Platform,2023-05-17,,Active,Data Entry Automation,126,2397410,6835016,285.1,Human Resources,Wipro,United States,Telecommunications,53996,Yes,Yes
PRJ008270,CMP06281,Sentinel Efficiency Project,2023-05-03,2024-05-03,Completed,Customer Onboarding,147,3659076,11288249,308.5,IT,Infosys,Australia,Transportation & Logistics,120111,Yes,Yes
PRJ008472,CMP07261,Fusion Process Reengineering,2019-05-28,2020-05-28,Completed,Customer Onboarding,38,1647461,4113710,249.7,Supply Chain,Deloitte,Australia,Government & Public Sector,43993,No,Yes
PRJ009370,CMP09448,Eclipse Platform,2024-03-02,,Active,Payroll Processing,177,85581,234834,274.4,Audit,Accenture,Netherlands,Healthcare,86657,Yes,Yes
PRJ004913,CMP08481,Delta Optimization Program,2021-09-04,,Active,Email Automation,97,3473697,3709908,106.8,Human Resources,LTIMindtree,South Africa,Education,1393,No,No
PRJ023025,CMP08055,Eclipse Platform,2021-10-20,2023-08-20,Completed,IT Service Management,97,1763796,3167778,179.6,Human Resources,Tech Mahindra,Mexico,Education,93757,No,Yes
PRJ049140,CMP02014,Eclipse Efficiency Project,2021-06-04,2023-05-04,Completed,HR Automation,9,3507805,6079026,173.3,IT,IBM,South Africa,Technology,83602,Yes,Yes
PRJ001037,CMP03539,Delta Platform,2020-01-21,,Active,Claims Processing,151,3758665,702870,18.7,Operations,IBM,Canada,Transportation & Logistics,159005,Yes,Yes
PRJ007470,CMP07753,Quantum Digital Transformation,2018-10-27,2019-10-27,Completed,Customer Onboarding,140,1099873,1979771,180.0,Supply Chain,Cognizant,Vietnam,Energy & Utilities,150366,No,No
PRJ011653,CMP01445,Fusion Automation Initiative,2016-01-25,,Active,Supply Chain,15,2030942,1125142,55.4,Content Moderation,Tech Mahindra,Germany,Manufacturing,73344,Yes,No
PRJ009686,CMP07689,Eclipse Automation Initiative,2025-09-26,,Active,Payroll Processing,36,3701665,7573607,204.6,Customer Service,Cyient,Philippines,Insurance,79050,Yes,No
PRJ007007,CMP06565,Zenith Workflow Engine,2019-05-15,2019-09-15,Completed,Compliance Monitoring,78,3984256,6064038,152.2,Customer Onboarding,PwC,Malaysia,Telecommunications,183428,Yes,Yes
PRJ028059,CMP01541,Vector Modernization,2022-03-22,,Failed,Audit Automation,98,3006663,0,-36.6,Human Resources,IBM,Australia,Education,11232,No,Yes
PRJ016187,CMP08763,Omega Optimization Program,2015-06-20,,Failed,Customer Onboarding,186,2884030,0,-82.9,Audit,EY,Singapore,Government & Public Sector,166963,No,No
PRJ017011,CMP03250,Aurora Efficiency Project,2016-05-24,2016-11-24,Cancelled,HR Automation,136,4133552,10065199,243.5,Risk Management,IBM,Brazil,Education,129461,Yes,Yes
PRJ049103,CMP03036,Sentinel Optimization Program,2016-01-02,2017-07-02,Completed,Claims Processing,129,2438674,3336106,136.8,IT,TCS,Canada,Manufacturing,57455,Yes,Yes
PRJ013759,CMP07162,Lambda Efficiency Project,2025-06-08,,Active,Claims Processing,157,3017330,343976,11.4,Procurement,Hexaware,France,Real Estate,154768,Yes,No
PRJ042426,CMP06919,Omega Process Reengineering,2017-02-03,,Active,Payroll Processing,85,1539547,4449291,289.0,Procurement,Wipro,Japan,Banking & Finance,96574,No,No
PRJ040217,CMP06763,Omega Intelligence Suite,2022-11-16,2023-06-16,Completed,Financial Reporting,164,1783563,2249073,126.1,IT,Deloitte,United States,Insurance,147917,No,Yes
PRJ023553,CMP05016,Sentinel Accelerator,2020-10-29,,Active,Invoice Processing,147,1664171,4721253,283.7,Marketing,Capgemini,United Kingdom,Real Estate,172245,Yes,No
PRJ022656,CMP07895,Sigma Intelligence Suite,2019-06-17,2019-10-17,Completed,Data Entry Automation,42,1352727,436931,32.3,Compliance,PwC,Philippines,Banking & Finance,153614,No,Yes
PRJ033584,CMP05197,Cobalt Efficiency Project,2023-03-15,,Paused,Supply Chain,7,1140360,2658179,233.1,Content Moderation,Wipro,Vietnam,Technology,32662,No,No
PRJ039812,CMP09838,Cobalt Digital Transformation,2025-01-23,,Cancelled,Supply Chain,156,4105067,6995034,170.4,Finance,HCL Technologies,United Kingdom,Government & Public Sector,187369,Yes,No
PRJ012256,CMP01433,Aurora Digital Transformation,2017-01-31,,Paused,Financial Reporting,188,602732,167559,27.8,Customer Service,Accenture,Netherlands,Government & Public Sector,169490,Yes,No
PRJ042224,CMP04971,Aurora Workflow Engine,2016-08-27,,Active,Claims Processing,120,92896,31492,33.9,Risk Management,LTIMindtree,Canada,Government & Public Sector,45225,No,Yes
PRJ047675,CMP01306,Vector Platform,2015-12-31,,Active,Payroll Processing,27,1113892,3258134,292.5,Audit,Cognizant,Malaysia,Transportation & Logistics,30753,No,No
PRJ018028,CMP01498,Sigma Accelerator,2020-11-14,2021-09-14,Completed,Claims Processing,156,3705921,985775,26.6,Customer Onboarding,LTIMindtree,India,Insurance,58994,No,Yes
PRJ014193,CMP03088,Eclipse Modernization,2017-05-07,,Active,Supply Chain,191,479468,488578,101.9,Finance,Capgemini,Singapore,Transportation & Logistics,164731,No,No
PRJ039310,CMP05284,Vector Process Reengineering,2021-05-24,2021-12-24,Completed,Claims Processing,74,3455338,2107756,61.0,Operations,HCL Technologies,Netherlands,Insurance,74894,Yes,No
PRJ018593,CMP03962,Aurora Workflow Engine,2017-01-19,2018-10-19,Completed,Customer Onboarding,40,3159527,2571855,81.4,Marketing,Capgemini,Mexico,Energy & Utilities,75191,Yes,Yes
PRJ031249,CMP07574,Phoenix Process Reengineering,2022-10-16,,Active,Customer Onboarding,76,396907,783098,197.3,Customer Service,EY,UAE,Healthcare,75336,No,Yes
PRJ021673,CMP02604,Eclipse Process Reengineering,2015-10-04,,Failed,Customer Onboarding,196,2194582,0,-58.9,Audit,HCL Technologies,France,Insurance,181998,No,No
PRJ000826,CMP01372,Aurora Efficiency Project,2016-01-10,,Paused,Supply Chain,11,4034242,1896094,47.0,IT,EY,Philippines,Banking & Finance,52015,No,Yes
PRJ029414,CMP08487,Atlas Accelerator,2016-06-15,,Active,Invoice Processing,96,653562,137902,21.1,Procurement,LTIMindtree,Germany,Retail & E-Commerce,55979,No,No
PRJ032264,CMP02967,Lambda Modernization,2021-08-22,,Failed,Audit Automation,33,2652012,0,-90.4,Audit,IBM,Malaysia,Government & Public Sector,173350,No,No
PRJ006199,CMP09295,Orion Modernization,2015-07-25,,Failed,Data Entry Automation,32,2279078,0,-83.5,Content Moderation,HCL Technologies,Malaysia,Education,141384,No,No
PRJ018865,CMP03478,Vertex Optimization Program,2015-08-07,2017-02-07,Completed,Email Automation,98,1739840,471497,27.1,Procurement,Accenture,Brazil,Energy & Utilities,75765,Yes,No
PRJ014209,CMP08114,Phoenix Efficiency Project,2023-06-17,2024-05-17,Completed,Claims Processing,20,2718016,1076334,39.6,Customer Onboarding,Cyient,Vietnam,Energy & Utilities,175594,No,Yes
PRJ031312,CMP03607,Vertex Modernization,2021-10-27,2023-07-27,Completed,Payroll Processing,56,3071375,4668490,152.0,Operations,EY,South Africa,Telecommunications,152238,Yes,Yes
PRJ033090,CMP07036,Cobalt Accelerator,2015-07-31,,Paused,Customer Onboarding,139,2778858,6824875,245.6,Compliance,PwC,Canada,Pharma & Life Sciences,195903,No,Yes
PRJ003183,CMP05352,Apex Automation Initiative,2022-08-31,,Active,Compliance Monitoring,20,3582102,4248373,118.6,Audit,Cognizant,South Africa,Manufacturing,86959,Yes,Yes
PRJ048604,CMP00966,Zenith Optimization Program,2018-12-10,,Active,Financial Reporting,180,345715,517190,149.6,Supply Chain,Infosys,Brazil,Pharma & Life Sciences,21960,Yes,Yes
PRJ042014,CMP00099,Apex Automation Initiative,2018-08-13,2019-03-13,Cancelled,Audit Automation,78,1978923,2616136,132.2,Finance,Hexaware,Japan,Transportation & Logistics,149726,Yes,No
PRJ024076,CMP07753,Atlas Workflow Engine,2023-11-26,2025-03-26,Completed,HR Automation,102,1786515,4678883,261.9,Compliance,Mphasis,Philippines,Mining & Metals,43595,No,No
PRJ042170,CMP09937,Eclipse Optimization Program,2017-10-27,,Active,Email Automation,29,2878655,7749339,269.2,Operations,Capgemini,Malaysia,Energy & Utilities,61381,No,No
PRJ011084,CMP02048,Sentinel Platform,2019-10-13,,Active,Invoice Processing,5,2249115,6677622,296.9,Legal,Mphasis,Singapore,Technology,37569,Yes,No
PRJ033611,CMP08601,Titan Platform,2016-04-04,2017-12-04,Completed,Financial Reporting,9,252381,757648,300.2,IT,TCS,Singapore,Transportation & Logistics,104777,No,No
PRJ019132,CMP08432,Atlas Process Reengineering,2019-02-06,,Failed,HR Automation,104,2302533,0,-18.2,Human Resources,LTIMindtree,Canada,Mining & Metals,13055,Yes,Yes
PRJ039948,CMP01497,Zenith Platform,2015-06-11,,Active,Supply Chain,83,3801369,1984315,52.2,Compliance,IBM,Malaysia,Technology,141549,No,No
